;One;Two;Three;Four;Five;Six
Q02543;1;1;1;1;1;1
Q02750;0;1;0;0;0;0
Q02790;1;1;1;1;1;1
Q02818;1;1;1;1;1;1
Q02878;1;1;1;1;1;1
Q02952;1;1;1;1;1;1
Q02978;1;1;1;1;1;1
Q02985;0;0;1;1;0;1
Q03001;1;1;1;1;1;1
Q03013;1;0;0;1;0;0
Q03052;0;0;1;1;1;1
Q03135;1;1;1;1;1;1
Q03154;1;1;1;1;1;1
Q03252;1;1;1;1;1;1
Q03468;0;1;1;0;1;0
Q03591;1;1;1;1;1;1
Q04206;0;0;0;1;0;1
Q04323;1;1;1;1;1;1
Q04446;1;1;1;1;1;1
Q04637;1;1;1;1;1;1
Q04695;1;1;1;1;1;1
Q04760;1;1;1;1;1;1
Q04826;0;1;0;0;0;0
Q04828;1;1;0;0;0;1
Q04837;1;1;1;1;1;1
Q04864;1;0;1;0;0;0
Q04900;1;1;1;1;1;1
Q04917;1;1;0;0;1;1
Q05193;0;0;0;1;0;1
Q05209;0;1;1;0;0;0
Q05469;1;0;0;0;1;1
Q05519;1;1;1;1;1;1
Q05682;1;1;1;1;1;1
Q05707;1;1;1;1;1;1
Q06033;1;1;1;1;1;1
Q06124;1;1;1;1;0;0
Q06265;0;0;0;1;0;1
Q06278;1;1;1;1;1;1
Q06323;1;1;1;1;1;1
Q06787;0;0;1;0;0;0
Q06828;1;1;1;1;1;1
Q06830;1;1;1;1;1;1
Q07020;1;1;1;1;1;1
Q07021;1;1;1;1;1;0
Q07065;1;1;1;1;1;1
Q07092;1;1;1;1;1;1
Q07157;1;1;1;1;1;1
Q07283;0;1;0;0;0;0
Q07507;1;1;1;1;1;1
Q07666;1;1;1;0;0;0
Q07812;0;0;1;0;0;1
Q07866;1;1;0;1;0;1
Q07954;1;1;1;1;1;1
Q07955;1;1;1;1;1;1
Q07960;1;1;1;1;1;1
Q08170;1;1;1;1;1;1
Q08174;0;1;1;0;1;0
Q08188;1;1;1;1;1;1
Q08209;1;1;1;1;1;1
Q08211;1;1;1;1;1;1
Q08257;1;1;0;1;1;1
Q08345;1;0;0;0;0;0
Q08378;1;1;1;1;0;1
Q08379;1;1;0;0;1;1
Q08380;1;1;0;1;1;1
Q08397;1;0;0;1;0;0
Q08431;1;1;1;1;1;1
Q08495;1;1;1;1;0;1
Q08499;1;0;0;0;0;0
Q08554;1;1;1;1;1;1
Q08722;1;0;0;0;0;0
Q08752;1;1;0;1;1;1
Q08945;1;1;1;1;0;1
Q08AF3;0;1;0;0;0;0
Q08AM6;0;0;1;0;0;1
Q08J23;0;1;0;1;1;1
Q09028;1;1;1;1;1;1
Q09666;1;1;1;1;1;1
Q0VDD8;0;0;0;0;1;0
Q0VF96;0;0;0;1;1;0
Q0VGL1;1;1;1;1;0;1
Q0ZGT2;1;1;1;0;1;1
Q10567;1;1;0;1;0;1
Q10713;0;1;0;0;0;0
Q11201;0;0;1;0;0;0
Q12765;0;1;1;1;0;1
Q12769;0;0;0;0;0;1
Q12792;1;1;1;1;1;1
Q12797;1;1;1;1;1;1
Q12805;1;1;1;1;1;1
Q12846;1;1;0;0;0;1
Q12857;0;1;1;1;1;1
Q12874;1;1;1;1;1;1
Q12879;0;0;0;1;0;0
Q12882;0;0;1;0;0;0
Q12904;0;1;1;1;1;1
Q12905;0;1;1;1;1;1
Q12906;1;1;1;1;1;1
Q12907;1;1;1;1;1;1
Q12929;0;1;0;0;0;0
Q12931;1;1;1;1;1;1
Q12955;1;1;1;1;0;1
Q12959;0;1;1;0;0;1
Q12965;0;1;0;0;0;0
Q12972;0;1;0;0;0;0
Q12974;0;1;0;1;0;0
Q12996;0;0;1;0;0;0
Q13011;1;1;1;1;1;1
Q13033;0;0;0;1;0;1
Q13045;0;1;0;0;0;1
Q13049;1;1;0;0;0;1
Q13057;0;1;1;1;1;0
Q13085;0;0;0;0;0;1
Q13087;1;0;1;1;0;0
Q13098;0;0;1;1;0;0
Q13103;0;0;0;1;0;1
Q13123;1;0;0;0;0;1
Q13126;1;0;1;1;0;0
Q13127;0;0;0;0;1;0
Q13131;1;1;1;1;0;1
Q13144;1;1;1;1;1;1
Q13148;1;1;1;1;1;1
Q13151;1;1;1;1;1;1
Q13153;0;1;1;0;1;1
Q13155;1;1;1;1;1;1
Q13162;1;1;1;1;0;1
Q13163;0;1;0;0;0;0
Q13177;1;1;1;1;1;1
Q13200;1;1;1;1;1;1
Q13201;0;0;1;0;0;1
Q13228;1;1;1;1;1;1
Q13242;0;1;1;1;1;1
Q13243;1;1;1;1;1;1
Q13247;1;1;1;1;1;1
Q13263;1;1;1;1;1;1
Q13283;1;1;1;1;1;1
Q13308;0;1;1;0;0;1
Q13310;1;1;1;0;1;1
Q13332;1;1;0;0;1;0
Q13347;1;1;1;1;1;1
Q13361;1;1;1;1;1;1
Q13363;1;1;0;1;0;1
Q13393;0;0;1;0;0;0
Q13395;0;0;1;0;0;0
Q13404;1;1;1;1;1;1
Q13405;0;1;1;1;1;1
Q13409;1;1;1;1;1;1
Q13418;1;1;1;1;1;1
Q13424;0;1;0;0;0;0
Q13425;1;1;0;1;1;1
Q13428;0;0;0;0;1;0
Q13435;1;1;1;1;1;1
Q13438;0;0;1;0;0;0
Q13442;1;1;1;1;1;1
Q13445;0;1;1;0;0;0
Q13451;1;1;0;1;0;1
Q13485;0;0;0;0;0;1
Q13492;0;1;0;0;1;1
Q13509;0;0;0;0;0;1
Q13510;1;1;1;1;1;1
Q13522;0;0;0;0;1;0
Q13523;1;1;0;0;0;0
Q13526;1;1;1;1;1;1
Q13541;0;1;0;0;0;0
Q13547;1;1;1;1;1;1
Q13554;0;0;0;0;1;0
Q13557;0;1;0;0;0;1
Q13561;1;1;1;1;1;1
Q13562;0;1;0;0;0;0
Q13564;1;1;0;1;0;0
Q13572;0;0;0;0;0;1
Q13573;0;0;0;1;1;1
Q13576;1;1;0;1;0;0
Q13586;1;0;0;0;0;0
Q13595;1;1;1;1;1;1
Q13596;1;1;1;1;0;1
Q13601;0;1;0;0;0;1
Q13613;1;1;0;0;0;0
Q13618;1;1;1;0;1;1
Q13630;0;0;1;0;0;1
Q13637;0;0;0;1;0;1
Q13642;1;1;1;1;1;1
Q13683;1;1;0;1;1;1
Q13724;0;0;0;0;1;1
Q13740;0;1;0;0;0;0
Q13751;1;1;1;1;1;1
Q13753;1;1;1;1;1;1
Q13765;1;1;1;1;0;1
Q13813;1;1;1;1;1;1
Q13822;0;1;0;0;0;0
Q13835;1;1;1;1;1;1
Q13838;1;1;1;1;1;1
Q13867;1;1;1;1;1;1
Q13868;0;1;0;0;0;0
Q13884;0;0;0;1;0;1
Q13885;1;1;1;1;1;1
Q13895;1;1;0;0;0;1
Q13938;1;1;1;1;1;1
Q13952;0;0;1;0;0;0
Q14002;0;1;0;0;0;0
Q14005;0;0;0;0;0;1
Q14011;1;1;1;1;1;1
Q14019;1;1;1;1;1;1
Q14103;1;1;1;1;1;1
Q14108;0;1;1;1;1;1
Q14112;1;1;1;1;1;1
Q14116;1;1;0;1;1;1
Q14118;0;0;0;0;1;0
Q14126;0;1;0;0;0;1
Q14134;1;1;1;1;1;1
Q14141;0;1;0;1;0;0
Q14151;0;1;0;1;1;1
Q14152;1;1;1;1;1;1
Q14155;1;1;1;1;0;1
Q14157;1;1;1;1;1;1
Q14160;0;1;0;1;0;1
Q14165;0;0;0;1;0;0
Q14166;1;1;1;1;1;1
Q14195;1;1;1;1;1;1
Q14203;1;1;1;1;1;1
Q14204;1;1;1;1;1;1
Q14210;1;1;1;1;1;1
Q14232;0;0;1;0;0;0
Q14240;1;0;1;0;0;1
Q14241;0;1;1;1;0;0
Q14244;1;1;1;1;1;1
Q14247;1;1;1;1;1;1
Q14257;1;1;1;1;1;1
Q14258;0;1;1;1;0;0
Q14314;1;0;0;1;0;1
Q14315;1;1;1;1;1;1
Q14318;0;0;1;0;0;1
Q14320;0;0;0;1;0;1
Q14332;0;0;0;0;0;1
Q14344;0;1;0;0;0;0
Q14353;0;1;1;1;0;1
Q14406;0;0;0;0;0;1
Q14444;1;1;0;1;0;1
Q14498;1;1;1;0;1;1
Q14515;1;1;0;0;1;0
Q14532;0;1;0;0;0;0
Q14533;0;1;0;0;0;0
Q14554;1;1;1;0;1;1
Q14566;1;1;1;1;0;1
Q14574;1;1;1;1;1;1
Q14624;1;1;1;1;1;1
Q14653;0;1;1;0;0;0
Q14667;0;0;0;0;1;0
Q14669;1;1;1;0;1;1
Q14674;0;0;1;0;0;0
Q14677;0;1;1;1;1;1
Q14681;1;0;0;0;0;0
Q14683;1;1;1;1;0;1
Q14690;0;1;1;1;1;1
Q14696;0;1;1;1;1;1
Q14697;1;1;1;1;1;1
Q14738;0;0;1;0;0;0
Q14761;1;0;0;0;0;0
Q14764;1;1;1;1;1;1
Q14767;1;0;1;1;0;1
Q14790;0;0;1;0;0;0
Q14802;0;0;0;0;0;1
Q14839;1;0;1;1;0;0
Q14847;1;1;1;1;1;1
Q14938;0;1;0;0;0;0
Q14956;1;1;1;1;1;1
Q14964;0;0;0;1;0;0
Q14974;1;1;1;1;1;1
Q14978;0;0;1;0;0;0
Q14980;1;1;1;1;1;1
Q14999;0;0;0;0;0;1
Q149N8;0;0;0;1;0;0
Q14BN4;1;1;0;1;0;1
Q14CN4;1;1;1;1;1;1
Q15006;1;1;1;1;0;1
Q15007;1;0;1;1;0;1
Q15008;1;1;1;1;1;1
Q15018;0;1;0;0;0;0
Q15019;1;1;1;1;1;1
Q15020;0;1;1;0;1;1
Q15029;1;1;0;1;1;1
Q15036;1;0;0;0;0;0
Q15038;0;0;1;0;0;0
Q15046;1;1;1;1;1;1
Q15052;0;0;0;0;0;1
Q15056;1;1;1;1;1;1
Q15057;0;1;0;1;1;1
Q15059;0;1;0;1;0;0
Q15063;1;1;1;1;1;1
Q15067;0;1;1;0;0;0
Q15075;1;1;1;1;1;1
Q15084;1;1;1;1;1;1
Q15102;1;1;1;1;1;1
Q15113;1;1;1;1;1;1
Q15120;0;1;1;0;0;1
Q15121;1;1;1;1;1;1
Q15124;1;1;1;1;1;1
Q15125;0;1;0;0;0;1
Q15126;1;1;1;1;1;1
Q15149;1;1;1;1;1;1
Q15154;0;0;0;0;0;1
Q15172;0;0;0;1;0;1
Q15181;1;1;1;1;1;1
Q15185;0;1;1;1;1;1
Q15223;0;1;1;0;0;1
Q15233;1;1;1;1;1;1
Q15257;1;1;0;0;0;1
Q15276;0;0;0;1;0;0
Q15283;0;0;0;0;1;0
Q15287;0;0;0;0;0;1
Q15293;1;1;1;1;1;1
Q15323;1;1;0;1;1;1
Q15365;1;1;1;1;1;1
Q15366;1;1;1;1;1;1
Q15369;0;0;0;0;1;0
Q15370;1;1;0;1;1;1
Q15393;1;1;1;1;0;1
Q15404;1;1;1;1;1;1
Q15413;0;1;0;0;0;0
Q15417;1;1;1;1;1;1
Q15424;1;1;1;1;1;1
Q15427;1;0;0;0;1;1
Q15428;1;1;1;1;0;1
Q15435;1;1;1;1;1;1
Q15436;1;1;1;1;1;1
Q15437;1;1;0;0;0;1
Q15459;1;1;1;1;1;1
Q15468;0;1;1;1;1;1
Q15477;0;1;0;0;0;0
Q15485;0;0;1;0;0;0
Q15517;1;1;1;1;1;1
Q15555;1;1;0;1;1;1
Q15582;1;1;1;1;1;1
Q15599;1;1;1;0;1;1
Q15628;0;0;1;0;1;1
Q15631;1;1;1;1;1;1
Q15637;0;1;1;1;1;1
Q15642;1;1;0;0;0;0
Q15651;1;1;0;1;1;1
Q15654;1;1;1;1;1;1
Q15661;1;1;1;1;1;1
Q15672;0;0;1;0;0;1
Q15691;1;1;1;1;1;1
Q15700;0;0;1;0;0;0
Q15717;1;1;1;1;1;1
Q15738;1;1;0;0;1;1
Q15746;1;1;1;1;1;1
Q15773;1;1;1;1;1;1
Q15785;0;1;1;1;1;1
Q15796;0;1;0;1;0;1
Q15811;0;1;1;1;0;1
Q15813;0;0;0;0;1;0
Q15814;0;1;0;1;0;1
Q15819;1;1;1;1;1;1
Q15828;1;1;1;1;1;1
Q15833;0;0;0;0;0;1
Q15836;1;1;1;1;1;1
Q15843;1;1;1;1;1;1
Q15904;0;0;0;1;0;0
Q15907;1;1;1;1;1;1
Q15942;1;1;1;1;1;1
Q16134;1;1;1;0;1;1
Q16181;1;1;1;1;1;1
Q16186;0;0;1;0;0;1
Q16204;1;1;1;1;1;1
Q16254;0;0;0;0;1;0
Q16280;1;0;0;0;0;0
Q16352;0;0;1;0;0;0
Q16363;1;1;1;1;1;1
Q16401;1;1;1;1;0;1
Q16531;1;1;1;0;0;1
Q16537;1;0;0;0;0;0
Q16539;0;1;0;1;1;1
Q16543;1;1;1;1;1;1
Q16555;1;1;1;1;1;1
Q16576;1;1;1;1;1;1
Q16585;1;0;0;0;0;0
Q16595;1;1;1;1;0;1
Q16610;1;1;1;1;1;1
Q16627;0;1;1;0;0;0
Q16629;1;1;1;1;1;1
Q16630;0;0;0;0;0;1
Q16637;0;0;1;1;0;0
Q16643;1;1;1;1;1;1
Q16658;1;1;1;1;1;1
Q16666;1;1;1;1;1;1
Q16698;1;1;1;1;1;1
Q16718;1;0;0;1;0;1
Q16719;0;0;1;0;0;0
Q16740;0;1;0;0;0;0
Q16762;1;1;1;1;1;1
Q16774;1;1;1;1;1;1
Q16775;1;0;0;1;1;1
Q16777;1;1;1;1;1;1
Q16778;1;1;1;1;1;1
Q16787;1;1;1;1;1;1
Q16795;0;1;0;1;0;0
Q16798;0;0;0;1;0;0
Q16822;0;0;1;1;0;1
Q16831;0;0;0;0;0;1
Q16836;0;0;1;1;1;1
Q16851;1;1;1;1;1;1
Q16853;1;1;1;1;1;1
Q16864;1;0;0;0;0;0
Q16891;1;1;1;1;1;1
Q17RB8;1;0;0;0;0;0
Q17RN3;0;0;0;0;0;1
Q1KMD3;1;1;1;1;1;1
Q1MSJ5;1;1;0;1;0;1
Q27J81;0;0;1;0;0;0
Q29960;0;0;0;0;1;0
Q29974;1;0;0;0;0;0
Q2M1V0;1;0;0;0;0;0
Q2M2I5;1;0;1;1;1;1
Q2M2Z5;0;0;0;1;0;0
Q2M389;0;0;0;1;0;0
Q2M3G0;0;0;0;1;0;0
Q2NL98;0;0;1;0;0;0
Q2QD12;1;0;0;0;0;0
Q2TAA2;1;1;0;0;0;1
Q2TAY7;1;1;0;1;1;1
Q2TB18;1;0;0;0;0;0
Q2TBA0;0;1;0;0;0;0
Q2UY09;0;1;0;0;0;1
Q32MZ4;1;1;1;1;1;1
Q32P28;0;0;1;1;1;0
Q32P44;1;0;0;0;0;1
Q33E94;0;0;1;0;0;0
Q3KQU3;0;0;1;0;0;1
Q3KQV9;1;1;0;0;0;0
Q3LXA3;1;1;0;1;0;0
Q3MHD2;0;0;1;1;0;0
Q3SY00;0;1;0;0;0;0
Q3YEC7;0;0;0;1;0;0
Q3ZAQ7;0;0;0;0;0;1
Q3ZCM7;1;1;1;1;1;1
Q3ZCQ8;0;0;1;0;1;0
Q3ZCW2;1;1;1;1;1;1
Q49A26;1;0;1;1;0;1
Q4ADV7;0;1;0;0;0;0
Q4G0F5;0;0;0;1;0;0
Q4G0J3;1;1;0;0;0;0
Q4G0N4;0;1;0;0;0;0
Q4KMP7;0;1;0;0;0;0
Q4KMQ2;1;1;1;0;0;0
Q4KN68;0;0;1;0;0;0
Q4KWH8;1;0;0;0;0;0
Q4L180;1;0;0;1;0;1
Q4V328;1;1;0;1;1;0
Q4V9L6;1;0;0;1;0;1
Q4VC31;0;0;0;0;1;0
Q4ZHG4;0;0;0;1;0;0
Q504Y2;0;0;0;1;0;0
Q52LJ0;1;1;0;0;0;0
Q53EL6;1;1;1;1;1;1
Q53ET0;0;0;0;1;0;0
Q53GD3;0;0;0;1;0;0
Q53GG5;1;1;1;1;1;1
Q53H96;0;0;0;0;1;1
Q53LP3;1;1;1;0;0;0
Q53QV2;0;0;1;1;0;0
Q53RD9;0;0;0;0;0;1
Q53RT3;1;1;1;1;1;1
Q53SF7;1;0;0;0;1;1
Q53T59;1;1;1;1;1;1
Q53TN4;0;1;0;0;1;1
Q53TQ3;0;0;1;0;0;0
Q562E7;0;0;0;0;1;0
Q562R1;1;1;1;1;1;1
Q567U6;1;1;0;0;0;1
Q58WW2;0;1;0;0;0;0
Q5BKZ1;0;0;0;0;0;1
Q5D862;1;1;1;1;1;1
Q5H9L2;1;1;0;0;1;1
Q5J8M3;0;1;1;0;0;0
Q5JRA6;0;0;0;0;0;1
Q5JSL3;0;0;1;0;0;1
Q5JT82;0;1;0;1;0;0
Q5JTB6;0;0;0;0;1;0
Q5JTD7;0;0;0;1;0;0
Q5JTJ3;0;1;0;1;1;1
Q5JTV8;1;1;1;1;1;1
Q5JWF2;0;0;0;0;0;1
Q5KU26;0;0;0;0;0;1
Q5MIZ7;0;0;1;0;0;0
Q5R3I4;1;1;0;0;0;0
Q5RKV6;0;1;1;0;1;1
Q5SRE5;1;0;0;0;0;0
Q5SRE7;0;1;1;0;0;0
Q5SSJ5;1;1;1;1;1;1
Q5SVQ8;0;0;0;0;1;0
Q5SYB0;1;0;1;0;0;0
Q5T013;1;0;1;1;0;0
Q5T0W9;0;1;1;0;1;0
Q5T0Z8;1;1;1;1;0;1
Q5T1M5;1;1;0;1;0;1
Q5T3F8;0;0;0;0;1;0
Q5T440;0;0;0;1;0;0
Q5T447;0;0;0;1;1;1
Q5T5M9;1;1;0;1;0;1
Q5T5P2;1;1;1;0;1;1
Q5T699;0;0;1;0;0;0
Q5T6V5;0;1;0;0;0;0
Q5T749;1;1;1;1;1;1
Q5T750;0;0;0;1;0;0
Q5T9A4;1;1;1;1;0;0
Q5TB80;0;0;1;0;0;0
Q5TBA9;0;1;0;0;0;0
Q5TBB1;0;1;1;0;0;0
Q5TCZ1;0;1;0;0;0;0
Q5TDH0;1;1;1;1;1;1
Q5TEJ8;1;1;0;0;0;0
Q5THR3;0;0;1;0;0;0
Q5U5Z8;0;0;0;0;1;0
Q5VIR6;0;0;1;0;0;0
Q5VT79;1;1;1;1;0;1
Q5VU43;0;0;0;1;0;0
Q5VWZ2;1;1;1;0;0;1
Q5VYY2;0;0;0;1;0;1
Q5VZ89;0;0;0;0;1;1
Q5VZF2;0;0;0;0;0;1
Q5XKE5;1;1;1;1;1;1
Q5XKP0;1;0;1;0;0;0
Q5Y7A7;1;0;0;0;0;0
Q63HN8;0;0;0;0;1;0
Q63HR2;0;1;0;1;1;0
Q63ZY3;1;1;0;1;1;1
Q643R3;0;0;0;0;1;0
Q66K66;0;0;0;1;0;0
Q66K74;0;0;0;0;0;1
Q66K79;1;1;0;1;1;1
Q66K89;0;1;0;0;0;0
Q66LE6;0;1;0;0;0;0
Q676U5;0;1;1;0;0;1
Q68CQ1;0;0;1;0;0;0
Q68CZ2;0;1;0;0;0;1
Q68EM7;1;1;1;0;0;1
Q6AI08;0;0;0;1;0;0
Q6DD88;0;1;0;0;0;0
Q6DN90;1;1;0;1;0;1
Q6E0U4;1;1;1;1;1;1
Q6EEV6;1;0;0;0;0;0
Q6EKJ0;1;0;0;0;0;0
Q6EMK4;0;0;0;0;1;0
Q6FI81;1;1;0;1;0;1
Q6GMV3;1;0;1;1;0;1
Q6GQQ9;1;1;0;0;1;1
Q6I9Y2;0;1;0;0;0;1
Q6IA86;0;0;0;1;0;0
Q6IBS0;1;1;1;1;1;0
Q6ICL3;0;1;0;1;0;1
Q6IE36;0;1;1;0;0;0
Q6IQ22;0;1;1;1;0;0
Q6IS14;0;0;1;1;0;0
Q6IS24;0;1;0;0;0;0
Q6JBY9;0;0;0;0;0;1
Q6KB66;1;1;1;1;1;1
Q6N021;0;0;1;1;1;1
Q6N022;0;0;0;0;0;1
Q6NT52;0;0;1;0;0;0
Q6NUI2;0;1;0;1;0;0
Q6NUJ1;0;0;1;0;0;1
Q6NUK1;0;1;1;1;1;1
Q6NVY1;0;0;0;0;1;1
Q6NW29;1;1;1;0;0;1
Q6NW40;0;0;0;0;1;0
Q6NXG1;0;1;0;1;0;0
Q6NXT1;1;1;1;0;0;1
Q6NYC8;0;1;1;0;0;0
Q6NZ67;1;0;0;0;1;0
Q6NZI2;1;1;1;1;1;1
Q6P0A1;0;1;0;0;0;1
Q6P158;0;0;1;0;0;0
Q6P1K2;1;0;1;1;0;0
Q6P1L8;0;1;0;0;0;1
Q6P1N0;0;1;0;0;0;1
Q6P1X6;0;0;0;0;0;1
Q6P2E9;0;1;0;0;0;1
Q6P2Q9;0;1;1;1;1;1
Q6P4F2;0;0;1;0;1;1
Q6P4Q7;0;0;0;0;0;1
Q6P587;0;1;1;1;0;0
Q6P597;1;1;1;1;1;1
Q6P5W5;0;0;0;1;0;0
Q6P9B6;0;0;0;0;0;1
Q6PCB0;1;1;1;1;1;1
Q6PGP7;0;0;0;0;1;0
Q6PI98;0;0;0;0;0;1
Q6PIS1;0;0;0;0;0;1
Q6PKG0;1;1;1;1;1;1
Q6QNY0;0;0;1;0;0;1
Q6QNY1;1;1;1;0;0;0
Q6S8J3;1;1;1;1;1;0
Q6T4R5;0;0;1;0;0;0
Q6UN15;0;0;0;1;1;0
Q6UVK1;0;1;0;1;0;1
Q6UW68;0;0;0;0;0;1
Q6UWP8;1;1;1;1;1;1
Q6UWY2;1;1;0;0;0;1
Q6UWY5;1;1;1;1;1;1
Q6UX71;0;1;0;1;0;0
Q6UXA7;0;0;1;0;0;0
Q6UXB1;1;1;1;0;1;0
Q6UXB8;1;1;1;1;1;1
Q6UXI7;1;0;0;1;1;1
Q6UXI9;0;0;0;0;0;1
Q6UXN9;0;0;1;0;0;0
Q6UY14;0;0;0;0;1;0
Q6V1X1;0;0;1;0;0;0
Q6VMQ6;1;0;0;1;0;0
Q6WCQ1;1;1;0;1;0;1
Q6WKZ4;0;0;0;0;0;1
Q6WN34;0;0;0;0;1;0
Q6XQN6;1;1;1;1;1;1
Q6Y7W6;1;0;1;0;0;0
Q6YHK3;1;1;1;1;1;1
Q6YP21;0;1;0;0;0;0
Q6ZN16;0;0;0;0;1;0
Q6ZP82;1;1;0;0;0;1
Q6ZQY2;1;0;0;0;0;0
Q6ZRS4;0;0;0;0;0;1
Q6ZRV2;1;1;1;1;1;1
Q6ZS81;0;1;0;0;0;0
Q6ZSG1;0;0;0;0;1;0
Q6ZSJ8;0;0;0;1;0;0
Q6ZTN6;0;0;0;0;0;1
Q6ZU35;0;0;1;0;0;0
Q6ZUK4;0;0;0;1;0;0
Q6ZVM7;1;1;0;0;1;1
Q6ZVX7;1;1;1;1;1;1
Q709C8;1;0;0;0;0;1
Q70CQ2;0;0;1;1;0;1
Q70J99;0;0;0;1;0;0
Q70UQ0;0;0;0;1;0;0
Q70Z35;0;0;0;0;0;1
Q712K3;0;0;0;0;0;1
Q71DI3;1;0;1;1;1;1
Q71SY5;0;0;0;0;0;1
Q71U36;1;1;1;1;1;1
Q71UI9;1;1;1;1;0;1
Q765P7;0;0;0;1;0;1
